"PropertyNamespacePrefix","PropertyName","QualifiedProperty","IsElement","IsAbstract","Keywords","ExampleContent","UsageInfo","Definition","TypeNamespacePrefix","TypeName","QualifiedType","SubstitutionGroupPropertyNamespacePrefix","SubstitutionGroupPropertyName","SubstitutionGroupQualifiedProperty"
"im","AlienLawfullyAdmittedPermanentResidenceBeginDate","im:AlienLawfullyAdmittedPermanentResidenceBeginDate",1,0,"","","","The date on which an aliens Lawfully Admitted Permanent Residence (LAPR) began in the U.S.","nc","DateType","nc:DateType",,,
"im","AlienLawfullyAdmittedPermanentResidenceEndDate","im:AlienLawfullyAdmittedPermanentResidenceEndDate",1,0,"","","","The date on which an aliens Lawfully Admitted Permanent Residence (LAPR) ended in the U.S.","nc","DateType","nc:DateType",,,
"im","AlienLawfullyAdmittedPermanentResidentIndicator","im:AlienLawfullyAdmittedPermanentResidentIndicator",1,0,"","","","True if the alien is a lawfully admitted permanent resident (LAPR); false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienLocation","im:AlienLocation",1,0,,,,"The location of a Department of Homeland Security (DHS), Immigration and Customs Enforcement (ICE) office or site, alien, incident, offense or piece of property.","nc","LocationType","nc:LocationType",,,
"im","AlienLookoutIndicator","im:AlienLookoutIndicator",1,0,,,,"True if the encounter is with an enrolled alien who may be an aggravated felon, may be a suspected narcotics smuggler, has an active arrest warrant, or may be a national security risk; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienMandatoryDetentionIndicator","im:AlienMandatoryDetentionIndicator",1,0,,,,"True if detention is required for the alien; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienMatchCandidate","im:AlienMatchCandidate",1,0,,,,"The confirmation of a candidates biometric match with an encountered alien.","im","AlienMatchCandidateType","im:AlienMatchCandidateType",,,
"im","AlienMiscellaneousIdentification","im:AlienMiscellaneousIdentification",1,0,,,,"A field indicating another method in which to identify an alien.","nc","IdentificationType","nc:IdentificationType",,,
"im","AlienMiscellaneousNumber","im:AlienMiscellaneousNumber",1,0,,,,"An identification number that can be used to identify an alien.","im","AlienMiscellaneousNumberIDType","im:AlienMiscellaneousNumberIDType",,,
"im","AlienMiscellaneousNumberIdentification","im:AlienMiscellaneousNumberIdentification",1,0,"","","","An alternate number assigned to an alien for the purposes of identification.","nc","IdentificationType","nc:IdentificationType",,,
"im","AlienNonImmigrantStatus","im:AlienNonImmigrantStatus",1,0,,,,"A field indicating a description of an associated alien status code ","im","NonImmigrantStatusType","im:NonImmigrantStatusType",,,
"im","AlienNonImmigrantStatusCode","im:AlienNonImmigrantStatusCode",1,0,"","","","A kind of Alien Person Status","scr","ClassOfAdmissionCategoryCodeType","scr:ClassOfAdmissionCategoryCodeType",,,
"im","AlienNonImmigrantStatusDescription","im:AlienNonImmigrantStatusDescription",1,0,"NonImmigrantCOA","","","The immigration status description of an alien person.","nc","TextType","nc:TextType",,,
"im","AlienNumber","im:AlienNumber",1,0,,,,"A number indicating a unique number assigned to an aliens file.","nc","IdentificationType","nc:IdentificationType",,,
"im","AlienPhotoIndicator","im:AlienPhotoIndicator",1,0,,,,"True if a photograph of the alien existed during encounter; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienPossessSSNIndicator","im:AlienPossessSSNIndicator",1,0,,,,"True if the alien had a Social Security Card in possession at the time of encounter; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienPriorDeportationIndicator","im:AlienPriorDeportationIndicator",1,0,,,,"True if the alien has been deported before; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienRecidivistIndicator","im:AlienRecidivistIndicator",1,0,,,,"True if the encounter is with a non-criminal alien who has a tendency to slip back into previously recorded criminal activities; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienReligionCode","im:AlienReligionCode",1,0,"","","","A religion of the alien person.","im","ReligionCodeType","im:ReligionCodeType",,,
"im","AlienResidencyCountryName","im:AlienResidencyCountryName",1,0,,,,"A field denoting the aliens country of residency.","nc","ProperNameTextType","nc:ProperNameTextType",,,
"im","AlienSmuggledCostAmount","im:AlienSmuggledCostAmount",1,0,,,,"A cost associated with smuggling an alien to the United States.","nc","AmountType","nc:AmountType",,,
"im","AlienSmuggledIndicator","im:AlienSmuggledIndicator",1,0,,,,"True if the alien has been smuggled to the United Stated; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienSpecialClassCategoryText","im:AlienSpecialClassCategoryText",1,0,"","","","An alien's persons special class category for detention purposes.","nc","TextType","nc:TextType",,,
"im","AlienSpecialClassCodeDescriptionText","im:AlienSpecialClassCodeDescriptionText",1,0,,,,"A field indicating the description for the associated special class code for alien person detention.","nc","TextType","nc:TextType",,,
"im","AlienSpouse","im:AlienSpouse",1,0,,,,"A person who is married to an alien.","im","AlienType","im:AlienType",,,
"scr","AlienStatusWhenFound","scr:AlienStatusWhenFound",1,0,"","","","A classification of an aliens activity when apprehended during entry into the United States.","scr","AlienStatusWhenFoundType","scr:AlienStatusWhenFoundType",,,
"scr","AlienStatusWhenFoundCategoryCode","scr:AlienStatusWhenFoundCategoryCode",1,0,"","","","A subjects activity or status when apprehended.","scr","EntryStatusFoundCategoryCodeType","scr:EntryStatusFoundCategoryCodeType",,,
"scr","AlienStatusWhenFoundDescriptionText","scr:AlienStatusWhenFoundDescriptionText",1,0,,,,"A field indicating the description for the associated entry status found code.","nc","TextType","nc:TextType",,,
"im","AlienStudent","im:AlienStudent",1,0,,,,"The enrollment in a U.S. school by an alien student.","im","AlienStudentType","im:AlienStudentType",,,
"im","AlienStudentAdmission","im:AlienStudentAdmission",1,0,,,,"An alien temporarily arriving in the United States to pursue a full course of study in an approved and or accredited program in either an academic, vocational, or other recognized nonacademic institution.","im","AlienStudentAdmissionType","im:AlienStudentAdmissionType",,,
"im","AlienStudentAuthorization","im:AlienStudentAuthorization",1,0,"","","","The official authorization of a non-immigrant alien to participate as a student in an educational program in the United States.","im","AlienStudentAuthorizationType","im:AlienStudentAuthorizationType",,,
"im","AlienStudentAuthorizationToDropBelowFullTime","im:AlienStudentAuthorizationToDropBelowFullTime",1,0,"","","","The official authorization of a non-immigrant alien to lower his or her course load below that for full-time student status.","im","AlienStudentAuthorizationToDropBelowFullTimeType","im:AlienStudentAuthorizationToDropBelowFullTimeType",,,
"im","AlienStudentDisciplinaryAction","im:AlienStudentDisciplinaryAction",1,0,"","","","The action taken against the non-immigrant alien student as a result of the violation of the rules of the student visa or educational program.","im","AlienStudentDisciplinaryActionType","im:AlienStudentDisciplinaryActionType",,,
"im","AlienStudentEmployment","im:AlienStudentEmployment",1,0,"","","","The employment information of a non-immigrant alien participating in an authorized student or exchange visitor educational program.","im","AlienStudentEmploymentType","im:AlienStudentEmploymentType",,,
"im","AlienStudentProgramExtensionRequest","im:AlienStudentProgramExtensionRequest",1,0,"","","","The official request by a non-immigrant alien student or exchange visitor to extend the time limit of the student or exchange visitor visa.","im","AlienStudentProgramExtensionRequestType","im:AlienStudentProgramExtensionRequestType",,,
"im","AlienVoluntaryReturnIndicator","im:AlienVoluntaryReturnIndicator",1,0,,,,"True if the alien has a history of voluntarily returning to their home country prior to being deported; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"fs","Allegation","fs:Allegation",1,0,"","","","Details about a formal allegation that a specific person has abused or neglected a child.","j","ChargeType","j:ChargeType","j","Charge","j:Charge"
"fs","AllegationAugmentation","fs:AllegationAugmentation",1,0,"","","","Additional information about an allegation.","fs","ChargeAugmentationType","fs:ChargeAugmentationType",,,
"fs","AllegationCategory","fs:AllegationCategory",1,1,"","","","The category of an allegation.",,,,,,
"fs","AllegationCategoryCode","fs:AllegationCategoryCode",1,0,"","","","Code indicating NCANDS (National Child Abuse and Neglect Data System) allegation categories.","fs","AllegationCategoryCodeType","fs:AllegationCategoryCodeType","fs","AllegationCategory","fs:AllegationCategory"
"fs","AllegationCategoryText","fs:AllegationCategoryText",1,0,"","","","A description of the allegation.","nc","TextType","nc:TextType","fs","AllegationCategory","fs:AllegationCategory"
"fs","AllegationReportedDate","fs:AllegationReportedDate",1,0,"","","","The date the allegation was reported.","nc","DateType","nc:DateType",,,
"j","AmendedCharge","j:AmendedCharge",1,0,"","","","A charge that has been modified since the original charge.","j","ChargeType","j:ChargeType",,,
"j","AmendedSentence","j:AmendedSentence",1,0,,,,"A new sentence term and conditions that replace a previous sentence.","j","SentenceType","j:SentenceType",,,
"cbrn","AnalysisAlgorithm","cbrn:AnalysisAlgorithm",1,0,"","","","Algorithm used in the analysis of the encounter device data to produce an analysis results.","cbrn","AlgorithmType","cbrn:AlgorithmType",,,
"cbrn","AnalysisEndDateTime","cbrn:AnalysisEndDateTime",1,0,"","","","Date/time when analysis of a detection event ended.","niem-xsd","dateTime","niem-xsd:dateTime",,,
"cbrn","AnalysisOrgCode","cbrn:AnalysisOrgCode",1,0,"","","","Organization that performed a detection event analysis.","cbrncl","GNDAOrgCodeType","cbrncl:GNDAOrgCodeType",,,
"cbrn","AnalysisStartDateTime","cbrn:AnalysisStartDateTime",1,0,"","","","Date/time when analysis of a detection event started.","niem-xsd","dateTime","niem-xsd:dateTime",,,
"em","AnesthesiaServiceCoverageStatusCode","em:AnesthesiaServiceCoverageStatusCode",1,0,"","","","The availability of anesthesia services.","have-codes","AvailabilityStatusCodeType","have-codes:AvailabilityStatusCodeType",,,
"m","AngleUnit","m:AngleUnit",1,1,"","","","A data concept for a unit of measure of an angle value.",,,,,,
"m","AngleUnitText","m:AngleUnitText",1,0,"","","","A unit of measure of an angle value.","nc","TextType","nc:TextType","m","AngleUnit","m:AngleUnit"
"nc","AngularDegreeValue","nc:AngularDegreeValue",1,0,,,,"A value that specifies a degree of an angular measure.","niem-xsd","integer","niem-xsd:integer",,,
"nc","AngularMeasure","nc:AngularMeasure",1,0,,,,"A measurement of an angle.","nc","AngularMeasureType","nc:AngularMeasureType",,,
"nc","AngularMinute","nc:AngularMinute",1,0,,,,"An angular measure equal to 1/60 of a degree with a restricted range of 0 inclusive to 60 exclusive.","nc","AngularMinuteType","nc:AngularMinuteType",,,
"nc","AngularMinuteValue","nc:AngularMinuteValue",1,0,,,,"A value that specifies a minute of a degree. The value comes from a restricted range of 0 (inclusive) to 60 (exclusive).","nc","AngularMinuteType","nc:AngularMinuteType",,,
"m","AngularRateUnit","m:AngularRateUnit",1,1,"","","","A data concept for a unit of measure of an angular rate of change.",,,,,,
"m","AngularRateUnitText","m:AngularRateUnitText",1,0,"","","","A unit of measure of an angular rate of change.","nc","TextType","nc:TextType","m","AngularRateUnit","m:AngularRateUnit"
"nc","AngularSecond","nc:AngularSecond",1,0,,,,"An angular measure equal to 1/60 of a minute with a restricted range of 0 inclusive to 60 exclusive.","nc","AngularSecondType","nc:AngularSecondType",,,
"nc","AngularSecondValue","nc:AngularSecondValue",1,0,,,,"A value that specifies a second of a minute. The value comes from a restricted range of 0 (inclusive) to 60 (exclusive).","nc","AngularSecondType","nc:AngularSecondType",,,
"m","AnomalousConveyanceInvolvementText","m:AnomalousConveyanceInvolvementText",1,0,"","","","A description of how a conveyance was involved in an anomaly.","nc","TextType","nc:TextType",,,
"m","Anomaly","m:Anomaly",1,0,"","","","An out-of-the-ordinary occurrence.","m","AnomalyType","m:AnomalyType",,,
